Code	Full Name	brief_Classification	Full_Classification	Alg_classification	Eudic_classification	SeedPlant_nonEudic_classification	Nonseed_Embryo	Concat_Caryo	ASTRAL_Caryo1	CoreEudic_Radiation	Confer_relationships	Bryophyte_Relationships	Basal Angiosperms	Commelinids	LandPlantsSister	Prasinocauccues	CUT_Clade
FDBS	FDBS;CoreEudicots/Rosids Myrtales;Oenothera biennis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FEDW	FEDW;CoreEudicots/Rosids Myrtales;Epilobium sp.	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FXJC	FXJC;CoreEudicots/Rosids Myrtales;Oenothera rosea	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GBGW	GBGW;CoreEudicots/Rosids Myrtales;Oenothera speciosa	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GVCB	GVCB;CoreEudicots/Rosids Myrtales;Oenothera affinis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GZUR	GZUR;CoreEudicots/Rosids Myrtales;Oenothera grandiflora	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HKMQ	HKMQ;CoreEudicots/Rosids Myrtales;Oenothera villaricae	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HOOU	HOOU;CoreEudicots/Rosids Myrtales;Oenothera grandiflora	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HPNZ	HPNZ;CoreEudicots/Rosids Myrtales;Oenothera longituba	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ICUS	ICUS;CoreEudicots/Rosids Myrtales;Oenothera laciniata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IDAU	IDAU;CoreEudicots/Rosids Myrtales;Oenothera elata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IIFB	IIFB;CoreEudicots/Rosids Myrtales;Oenothera gaura	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IMZV	IMZV;CoreEudicots/Rosids Myrtales;Oenothera grandis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JKNQ	JKNQ;CoreEudicots/Rosids Myrtales;Oenothera suffulta suffulta	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JMJV	JMJV;CoreEudicots/Rosids Myrtales;Oenothera gaura	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JROW	JROW;CoreEudicots/Rosids Myrtales;Punica granatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JYOB	JYOB;CoreEudicots/Rosids Myrtales;Oenothera filiformis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KAOV	KAOV;CoreEudicots/Rosids Myrtales;Punica granatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KBRW	KBRW;CoreEudicots/Rosids Myrtales;Oenothera clelandii	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KFAL	KFAL;CoreEudicots/Rosids Myrtales;Oenothera rosea	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LACT	LACT;CoreEudicots/Rosids Myrtales;Oenothera gaura	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LHDP	LHDP;CoreEudicots/Rosids Myrtales;Oenothera gaura	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LHSH	LHSH;CoreEudicots/Rosids Myrtales;Punica granatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MJHP	MJHP;CoreEudicots/Rosids Myrtales;Oenothera grandiflora	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MLUJ	MLUJ;CoreEudicots/Rosids Myrtales;Oenothera biennis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NQWS	NQWS;CoreEudicots/Rosids Myrtales;Oenothera filiformis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ONZG	ONZG;CoreEudicots/Rosids Myrtales;Oenothera laciniata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PMTB	PMTB;CoreEudicots/Rosids Myrtales;Oenothera gaura	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QBRF	QBRF;CoreEudicots/Rosids Myrtales;Oenothera laciniata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QEBC	QEBC;CoreEudicots/Rosids Myrtales;Punica granatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
REZJ	REZJ;CoreEudicots/Rosids Myrtales;Oenothera grandiflora	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RJNQ	RJNQ;CoreEudicots/Rosids Myrtales;Lagerstroemia indica	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RLZU	RLZU;CoreEudicots/Rosids Myrtales;Oenothera speciosa	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ROLB	ROLB;CoreEudicots/Rosids Myrtales;Oenothera elata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SEMK	SEMK;CoreEudicots/Rosids Myrtales;Oenothera grandis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SJAN	SJAN;CoreEudicots/Rosids Myrtales;Oenothera serrulata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SWGX	SWGX;CoreEudicots/Rosids Myrtales;Tetrazygia bicolor	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TAHF	TAHF;CoreEudicots/Rosids Myrtales;Oenothera grandis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TGOP	TGOP;CoreEudicots/Rosids Myrtales;Oenothera gaura	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TLCA	TLCA;CoreEudicots/Rosids Myrtales;Oenothera speciosa	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UASK	UASK;CoreEudicots/Rosids Myrtales;Oenothera speciosa	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UJGI	UJGI;CoreEudicots/Rosids Myrtales;Oenothera rosea	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VUGF	VUGF;CoreEudicots/Rosids Myrtales;Punica granatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WBXY	WBXY;CoreEudicots/Rosids Myrtales;Oenothera elata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WPUV	WPUV;CoreEudicots/Rosids Myrtales;Oenothera grandis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WWQZ	WWQZ;CoreEudicots/Rosids Myrtales;Medinilla magnifica	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XSNO	XSNO;CoreEudicots/Rosids Myrtales;Oenothera rosea	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XZAQ	XZAQ;CoreEudicots/Rosids Myrtales;Oenothera speciosa	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XZPP	XZPP;CoreEudicots/Rosids Myrtales;Oenothera speciosa	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YHLF	YHLF;CoreEudicots/Rosids Myrtales;Oenothera rhombipetala	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YIVZ	YIVZ;CoreEudicots/Rosids Myrtales;Oenothera rosea	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YMUO	YMUO;CoreEudicots/Rosids Myrtales;Punica granatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YNUE	YNUE;CoreEudicots/Rosids Myrtales;Punica granatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZINQ	ZINQ;CoreEudicots/Rosids Myrtales;Oenothera grandiflora	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JHCN	JHCN;CoreEudicots/Rosids Oxalidales;Oxalis sp.	CoreEudicots/Rosids	CoreEudicots/Rosids Oxalidales	Other	CoreEudicots/Rosids Oxalidales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
THHD	THHD;CoreEudicots/Rosids Oxalidales;Elaeocarpus sylvestris	CoreEudicots/Rosids	CoreEudicots/Rosids Oxalidales	Other	CoreEudicots/Rosids Oxalidales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TIUZ	TIUZ;CoreEudicots/Rosids Oxalidales;Cunonia capensis	CoreEudicots/Rosids	CoreEudicots/Rosids Oxalidales	Other	CoreEudicots/Rosids Oxalidales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YZVJ	YZVJ;CoreEudicots/Rosids Oxalidales;Cephalotus follicularis	CoreEudicots/Rosids	CoreEudicots/Rosids Oxalidales	Other	CoreEudicots/Rosids Oxalidales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ACFP	ACFP;CoreEudicots/Rosids Rosales;Boehmeria nivea	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AQGE	AQGE;CoreEudicots/Rosids Rosales;Humulus lupulus	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BJSW	BJSW;CoreEudicots/Rosids Rosales;Cannabis sativa	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BLVL	BLVL;CoreEudicots/Rosids Rosales;Sorbus koehneana	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CQMG	CQMG;CoreEudicots/Rosids Rosales;Ulmus alata	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DGNP	DGNP;CoreEudicots/Rosids Rosales;Cannabis sativa	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DHAW	DHAW;CoreEudicots/Rosids Rosales;Geum quellyon	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EAVM	EAVM;CoreEudicots/Rosids Rosales;Amelanchier canadensis	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EDHN	EDHN;CoreEudicots/Rosids Rosales;Ficus religiosa	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EILE	EILE;CoreEudicots/Rosids Rosales;Rhamnus japonica	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IANR	IANR;CoreEudicots/Rosids Rosales;Rosa palustris	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KYAD	KYAD;CoreEudicots/Rosids Rosales;Celtis occidentalis	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MCNW	MCNW;CoreEudicots/Rosids Rosales;Cannabis sativa	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NCVK	NCVK;CoreEudicots/Rosids Rosales;Prunus prostrata	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PDIE	PDIE;CoreEudicots/Rosids Rosales;Cannabis sativa	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PMRP	PMRP;CoreEudicots/Rosids Rosales;Cannabis sativa	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QIEH	QIEH;CoreEudicots/Rosids Rosales;Cotoneaster transcaucasicus	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QNOC	QNOC;CoreEudicots/Rosids Rosales;Sanguisorba minor	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RBYC	RBYC;CoreEudicots/Rosids Rosales;Elaeagnus pungens	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SFZX	SFZX;CoreEudicots/Rosids Rosales;Cannabis sativa	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SQCF	SQCF;CoreEudicots/Rosids Rosales;Dryas octopetala	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SXCE	SXCE;CoreEudicots/Rosids Rosales;Physocarpus opulifolius	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TJQY	TJQY;CoreEudicots/Rosids Rosales;Kerria japonica	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VCIN	VCIN;CoreEudicots/Rosids Rosales;Malus baccata	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WKCY	WKCY;CoreEudicots/Rosids Rosales;Urtica dioica	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WVEF	WVEF;CoreEudicots/Rosids Rosales;Rhamnus caroliniana	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XFFT	XFFT;CoreEudicots/Rosids Rosales;Cercocarpus ledifolius	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XVJB	XVJB;CoreEudicots/Rosids Rosales;Morus nigra	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZHEE	ZHEE;CoreEudicots/Rosids Rosales;Ziziphus jujuba	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZPKK	ZPKK;CoreEudicots/Rosids Rosales;Aruncus dioicus	CoreEudicots/Rosids	CoreEudicots/Rosids Rosales	Other	CoreEudicots/Rosids Rosales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BCAA	BCAA;CoreEudicots/Rosids Sapindales;Kirkia wilmsii	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CAIX	CAIX;CoreEudicots/Rosids Sapindales;Melia azedarach	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FCCA	FCCA;CoreEudicots/Rosids Sapindales;Boswellia sacra	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HBHB	HBHB;CoreEudicots/Rosids Sapindales;Aesculus pavia	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IKFD	IKFD;CoreEudicots/Rosids Sapindales;Quassia amara	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JSZD	JSZD;CoreEudicots/Rosids Sapindales;Bursera simaruba	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OBTI	OBTI;CoreEudicots/Rosids Sapindales;Peganum harmala	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PGKL	PGKL;CoreEudicots/Rosids Sapindales;Phellodendron amurense	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QICX	QICX;CoreEudicots/Rosids Sapindales;Ailanthus altissima	CoreEudicots/Rosids	CoreEudicots/Rosids Sapindales	Other	CoreEudicots/Rosids Sapindales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
