Code	Full Name	brief_Classification	Full_Classification	Alg_classification	Eudic_classification	SeedPlant_nonEudic_classification	Nonseed_Embryo	Concat_Caryo	ASTRAL_Caryo1	CoreEudic_Radiation	Confer_relationships	Bryophyte_Relationships	Basal Angiosperms	Commelinids	LandPlantsSister	Prasinocauccues	CUT_Clade
YHFG	YHFG;BasalEudicots Ranunculales;Nandina domestica	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ACYX	ACYX;BasalEudicots Ranunculales;Papaver rhoeas	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AUGV	AUGV;BasalEudicots Ranunculales;Capnoides sempervirens	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BEKN	BEKN;BasalEudicots Ranunculales;Papaver rhoeas	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BFMT	BFMT;BasalEudicots Ranunculales;Argemone mexicana	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BMRX	BMRX;BasalEudicots Ranunculales;Papaver somniferum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CCHG	CCHG;BasalEudicots Ranunculales;Argemone mexicana	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CCID	CCID;BasalEudicots Ranunculales;Akebia trifoliata	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CYVA	CYVA;BasalEudicots Ranunculales;Cimicifuga racemosa	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EPRK	EPRK;BasalEudicots Ranunculales;Papaver setigerum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ERXG	ERXG;BasalEudicots Ranunculales;Eschscholzia californica	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EVOD	EVOD;BasalEudicots Ranunculales;Eschscholzia californica	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FNXH	FNXH;BasalEudicots Ranunculales;Papaver setigerum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FPYZ	FPYZ;BasalEudicots Ranunculales;Papaver somniferum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GBVZ	GBVZ;BasalEudicots Ranunculales;Thalictrum thalictroides	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GMAM	GMAM;BasalEudicots Ranunculales;Papaver rhoeas	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GOQJ	GOQJ;BasalEudicots Ranunculales;Argemone mexicana	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IORZ	IORZ;BasalEudicots Ranunculales;Papaver rhoeas	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IRAF	IRAF;BasalEudicots Ranunculales;Argemone mexicana	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JSVC	JSVC;BasalEudicots Ranunculales;Papaver setigerum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KKCW	KKCW;BasalEudicots Ranunculales;Papaver somniferum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LVNW	LVNW;BasalEudicots Ranunculales;Cocculus laurifolius	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MIKW	MIKW;BasalEudicots Ranunculales;Papaver somniferum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MLPX	MLPX;BasalEudicots Ranunculales;Papaver setigerum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MVTX	MVTX;BasalEudicots Ranunculales;Papaver rhoeas	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NJKC	NJKC;BasalEudicots Ranunculales;Eschscholzia californica	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NMGG	NMGG;BasalEudicots Ranunculales;Hypecoum procumbens	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QCOU	QCOU;BasalEudicots Ranunculales;Papaver setigerum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QTJY	QTJY;BasalEudicots Ranunculales;Euptelea pleiosperma	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QZBA	QZBA;BasalEudicots Ranunculales;Papaver rhoeas	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RKGT	RKGT;BasalEudicots Ranunculales;Eschscholzia californica	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RQNK	RQNK;BasalEudicots Ranunculales;Papaver somniferum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RRID	RRID;BasalEudicots Ranunculales;Papaver bracteatum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SMZF	SMZF;BasalEudicots Ranunculales;Argemone mexicana	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SSDU	SSDU;BasalEudicots Ranunculales;Papaver bracteatum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
STDO	STDO;BasalEudicots Ranunculales;Papaver setigerum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SUFP	SUFP;BasalEudicots Ranunculales;Papaver somniferum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TMWO	TMWO;BasalEudicots Ranunculales;Papaver bracteatum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TUHA	TUHA;BasalEudicots Ranunculales;Eschscholzia californica	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UDHA	UDHA;BasalEudicots Ranunculales;Ceratocapnos vesicaria	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UNPT	UNPT;BasalEudicots Ranunculales;Eschscholzia californica	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UPOG	UPOG;BasalEudicots Ranunculales;Anemone pulsatilla	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VGHH	VGHH;BasalEudicots Ranunculales;Hydrastis canadensis	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XHKT	XHKT;BasalEudicots Ranunculales;Sanguinaria canadensis	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XMVD	XMVD;BasalEudicots Ranunculales;Chelidonium majus	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YDEH	YDEH;BasalEudicots Ranunculales;Argemone mexicana	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZGQD	ZGQD;BasalEudicots Ranunculales;Corydalis linstowiana	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZSNV	ZSNV;BasalEudicots Ranunculales;Papaver bracteatum	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZUHO	ZUHO;BasalEudicots Ranunculales;Anemone hupehensis	BasalEudicots Ranunculales	BasalEudicots Ranunculales	Other	BasalEudicots Ranunculales	Other	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OSHQ	OSHQ;Chloranthales Chloranthales;Sarcandra glabra	Chloranthales Chloranthales	Chloranthales Chloranthales	Other	Other	Chloranthales Chloranthales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WZFE	WZFE;Chloranthales Chloranthales;Ascarina rubricaulis	Chloranthales Chloranthales	Chloranthales Chloranthales	Other	Other	Chloranthales Chloranthales	Other	Out	Out	Out	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AAXJ	AAXJ;CoreEudicots Caryophyllales;Atriplex prostrata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AKTA	AKTA;CoreEudicots Caryophyllales;Atriplex hortensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AZBL	AZBL;CoreEudicots Caryophyllales;Petiveria alliacea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BDIW	BDIW;CoreEudicots Caryophyllales;Atriplex hortensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BERS	BERS;CoreEudicots Caryophyllales;Zaleya pentandra	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BJKT	BJKT;CoreEudicots Caryophyllales;Delosperma echinatum	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BKQU	BKQU;CoreEudicots Caryophyllales;Phytolacca americana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BLWH	BLWH;CoreEudicots Caryophyllales;Portulaca umbraticola	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BWRK	BWRK;CoreEudicots Caryophyllales;Alternanthera sessilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BYNZ	BYNZ;CoreEudicots Caryophyllales;Portulaca umbraticola	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BZMI	BZMI;CoreEudicots Caryophyllales;Mollugo pentaphylla	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CBJR	CBJR;CoreEudicots Caryophyllales;Atriplex rosea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CGGO	CGGO;CoreEudicots Caryophyllales;Plumbago auriculata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CPKP	CPKP;CoreEudicots Caryophyllales;Lophophora williamsii	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CPLT	CPLT;CoreEudicots Caryophyllales;Portulaca grandiflora	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CTYH	CTYH;CoreEudicots Caryophyllales;Basella alba	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CUTE	CUTE;CoreEudicots Caryophyllales;Blutaparon vermiculare	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CUVY	CUVY;CoreEudicots Caryophyllales;Mollugo nudicaulis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CVDF	CVDF;CoreEudicots Caryophyllales;Simmondsia chinensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CZJT	CZJT;CoreEudicots Caryophyllales;Portulaca oleracea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DBCE	DBCE;CoreEudicots Caryophyllales;Alternanthera tenella	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DEMH	DEMH;CoreEudicots Caryophyllales;Alternanthera tenella	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DVXD	DVXD;CoreEudicots Caryophyllales;Allionia incarnata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DZRA	DZRA;CoreEudicots Caryophyllales;Mirabilis jalapa	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EDIT	EDIT;CoreEudicots Caryophyllales;Sesuvium verrucosum	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EGOS	EGOS;CoreEudicots Caryophyllales;Allionia incarnata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EMIG	EMIG;CoreEudicots Caryophyllales;Aerva lanata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ENCD	ENCD;CoreEudicots Caryophyllales;Alternanthera brasiliana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EPVF	EPVF;CoreEudicots Caryophyllales;Atriplex prostrata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EYRD	EYRD;CoreEudicots Caryophyllales;Alternanthera tenella	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EZGR	EZGR;CoreEudicots Caryophyllales;Portulaca oleracea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FVXD	FVXD;CoreEudicots Caryophyllales;Beta maritima	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FYSJ	FYSJ;CoreEudicots Caryophyllales;Polygonum convolvulus	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FZQN	FZQN;CoreEudicots Caryophyllales;Silene latifolia	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GBCQ	GBCQ;CoreEudicots Caryophyllales;Aerva persica	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GCYL	GCYL;CoreEudicots Caryophyllales;Portulaca suffruticosa	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GDYP	GDYP;CoreEudicots Caryophyllales;Boerhavia dominii	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GIWN	GIWN;CoreEudicots Caryophyllales;Sarcobatus vermiculatus	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GJNX	GJNX;CoreEudicots Caryophyllales;Cypselea humifusa	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GQAV	GQAV;CoreEudicots Caryophyllales;Mirabilis jalapa	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HDSY	HDSY;CoreEudicots Caryophyllales;Aerva persica	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HMFE	HMFE;CoreEudicots Caryophyllales;Allionia incarnata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HSXO	HSXO;CoreEudicots Caryophyllales;Ancistrocladus tectorius	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HTDC	HTDC;CoreEudicots Caryophyllales;Tamarix chinensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HUGU	HUGU;CoreEudicots Caryophyllales;Boerhavia dominii	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HURS	HURS;CoreEudicots Caryophyllales;Mollugo pentaphylla	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HZTS	HZTS;CoreEudicots Caryophyllales;Sesuvium portulacastrum	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IWIS	IWIS;CoreEudicots Caryophyllales;Portulaca pilosa	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JAFJ	JAFJ;CoreEudicots Caryophyllales;Bougainvillea spectabilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JBGU	JBGU;CoreEudicots Caryophyllales;Amaranthus palmeri	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JGAB	JGAB;CoreEudicots Caryophyllales;Mirabilis jalapa	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
